imputer,missing_rate,replicate,model,f1_macro,bal_acc
SimpleMean,0.0,0,SVC,0.9319400527009222,0.925
SimpleMean,0.0,0,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,0,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,0,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,0,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,0,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,1,SVC,0.9319400527009222,0.925
SimpleMean,0.0,1,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,1,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,1,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,1,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,1,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,2,SVC,0.9319400527009222,0.925
SimpleMean,0.0,2,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,2,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,2,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,2,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,2,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,3,SVC,0.9319400527009222,0.925
SimpleMean,0.0,3,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,3,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,3,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,3,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,3,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,4,SVC,0.9319400527009222,0.925
SimpleMean,0.0,4,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,4,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,4,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,4,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,4,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,5,SVC,0.9319400527009222,0.925
SimpleMean,0.0,5,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,5,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,5,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,5,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,5,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,6,SVC,0.9319400527009222,0.925
SimpleMean,0.0,6,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,6,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,6,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,6,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,6,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,7,SVC,0.9319400527009222,0.925
SimpleMean,0.0,7,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,7,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,7,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,7,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,7,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,8,SVC,0.9319400527009222,0.925
SimpleMean,0.0,8,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,8,RF,0.9152733860342556,0.9083333333333334
SimpleMean,0.0,8,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,8,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,8,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.0,9,SVC,0.9319400527009222,0.925
SimpleMean,0.0,9,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.0,9,RF,0.9152733860342556,0.9083333333333334
